GradeDate,Firm,ToGrade,FromGrade,Action,priceTargetAction,currentPriceTarget,priorPriceTarget,tic
2025-12-10 20:28:31,DA Davidson,Buy,Buy,main,Lowers,407.0,430.0,HD
2025-12-10 19:54:09,Wells Fargo,Overweight,Overweight,main,Lowers,395.0,400.0,HD
2025-12-10 16:30:13,UBS,Buy,Buy,main,Lowers,430.0,445.0,HD
2025-12-10 14:27:57,RBC Capital,Sector Perform,Sector Perform,main,Lowers,366.0,376.0,HD
2025-12-10 12:35:32,Telsey Advisory Group,Outperform,Outperform,main,Lowers,410.0,430.0,HD
2025-12-10 12:23:07,Piper Sandler,Overweight,Overweight,main,Lowers,441.0,450.0,HD
2025-12-05 17:48:21,Oppenheimer,Perform,Perform,main,Lowers,405.0,420.0,HD
2025-12-01 16:14:32,Stifel,Hold,Hold,main,Lowers,350.0,370.0,HD
2025-11-21 19:55:06,Citigroup,Buy,Buy,main,Lowers,407.0,422.0,HD
2025-11-19 16:07:52,RBC Capital,Sector Perform,Sector Perform,main,Lowers,376.0,401.0,HD
2025-11-19 15:35:50,Evercore ISI Group,Outperform,Outperform,main,Lowers,425.0,450.0,HD
2025-11-19 15:11:09,UBS,Buy,Buy,main,Lowers,445.0,475.0,HD
2025-11-19 14:28:00,DA Davidson,Buy,Buy,main,Lowers,430.0,475.0,HD
2025-11-19 14:00:30,Wells Fargo,Overweight,Overweight,main,Lowers,400.0,435.0,HD
2025-11-19 13:24:38,Goldman Sachs,Buy,Buy,main,Lowers,406.0,444.0,HD
2025-11-19 12:48:40,Telsey Advisory Group,Outperform,Outperform,main,Lowers,430.0,455.0,HD
2025-11-19 12:38:42,Morgan Stanley,Overweight,Overweight,main,Lowers,395.0,430.0,HD
2025-11-19 12:24:36,Baird,Outperform,Outperform,main,Lowers,415.0,450.0,HD
2025-11-19 11:36:14,B of A Securities,Buy,Buy,main,Lowers,430.0,450.0,HD
2025-11-18 19:45:20,DA Davidson,Buy,Buy,main,Maintains,475.0,475.0,HD
2025-11-18 13:02:48,Telsey Advisory Group,Outperform,Outperform,main,Maintains,455.0,455.0,HD
2025-11-14 11:13:12,Stifel,Hold,Buy,down,Lowers,370.0,440.0,HD
2025-11-13 14:16:00,Telsey Advisory Group,Outperform,Outperform,main,Maintains,455.0,455.0,HD
2025-11-11 14:15:14,Wells Fargo,Overweight,Overweight,main,Lowers,435.0,450.0,HD
2025-11-10 17:45:22,JP Morgan,Overweight,Overweight,main,Lowers,444.0,452.0,HD
2025-11-07 17:05:43,Truist Securities,Buy,Buy,main,Lowers,421.0,454.0,HD
2025-11-07 16:19:48,Bernstein,Market Perform,Market Perform,main,Raises,406.0,403.0,HD
2025-08-20 18:39:37,Wells Fargo,Overweight,Overweight,main,Raises,450.0,420.0,HD
2025-08-20 17:40:35,Mizuho,Outperform,Outperform,main,Raises,450.0,435.0,HD
2025-08-20 16:11:13,Morgan Stanley,Overweight,Overweight,main,Raises,430.0,415.0,HD
2025-08-20 14:54:21,JP Morgan,Overweight,Overweight,main,Lowers,452.0,460.0,HD
2025-08-20 14:23:43,DA Davidson,Buy,Buy,main,Raises,475.0,450.0,HD
2025-08-20 11:50:23,Baird,Outperform,Outperform,main,Raises,450.0,425.0,HD
2025-08-19 13:18:38,DA Davidson,Buy,Buy,main,Maintains,450.0,450.0,HD
2025-08-19 11:55:27,Telsey Advisory Group,Outperform,Outperform,main,Maintains,455.0,455.0,HD
2025-08-18 16:44:49,Stifel,Buy,Buy,main,Raises,432.0,425.0,HD
2025-08-13 21:42:45,Telsey Advisory Group,Outperform,Outperform,main,Maintains,455.0,455.0,HD
2025-08-13 13:42:31,Truist Securities,Buy,Buy,main,Raises,433.0,417.0,HD
2025-07-01 21:43:38,DA Davidson,Buy,Buy,main,Maintains,450.0,450.0,HD
2025-06-30 18:14:29,Telsey Advisory Group,Outperform,Outperform,main,Maintains,455.0,455.0,HD
2025-06-20 20:14:48,Telsey Advisory Group,Outperform,Outperform,main,Maintains,455.0,455.0,HD
2025-05-21 17:12:48,JP Morgan,Overweight,Overweight,main,Raises,418.0,410.0,HD
2025-05-21 16:22:41,Stifel,Buy,Hold,up,Raises,425.0,405.0,HD
2025-05-21 15:15:11,Mizuho,Outperform,Outperform,main,Lowers,435.0,450.0,HD
2025-05-21 15:09:14,Truist Securities,Buy,Buy,main,Raises,417.0,393.0,HD
2025-05-21 14:05:58,Baird,Outperform,Outperform,main,Lowers,425.0,430.0,HD
2025-05-21 13:08:18,TD Securities,Buy,Buy,reit,Maintains,470.0,470.0,HD
2025-05-21 12:38:23,Guggenheim,Buy,Buy,reit,Maintains,450.0,450.0,HD
2025-05-21 11:39:36,Bernstein,Market Perform,Market Perform,main,Raises,398.0,380.0,HD
2025-05-20 11:57:15,Telsey Advisory Group,Outperform,Outperform,main,Maintains,455.0,455.0,HD
2025-05-20 09:34:36,Morgan Stanley,Overweight,Overweight,main,Raises,415.0,410.0,HD
2025-05-08 13:04:18,Wells Fargo,Overweight,Overweight,main,Lowers,420.0,445.0,HD
2025-05-06 17:53:05,Truist Securities,Buy,Buy,main,Raises,393.0,391.0,HD
2025-05-06 14:29:15,JP Morgan,Overweight,Overweight,main,Lowers,410.0,470.0,HD
2025-05-05 15:09:14,Bernstein,Market Perform,Market Perform,main,Lowers,380.0,421.0,HD
2025-05-05 14:24:28,Morgan Stanley,Overweight,Overweight,main,Lowers,410.0,450.0,HD
2025-04-08 14:36:31,Truist Securities,Buy,Buy,main,Lowers,391.0,437.0,HD
2025-03-24 11:56:35,Piper Sandler,Overweight,Overweight,main,Lowers,418.0,435.0,HD
2025-02-27 16:18:12,Bernstein,Market Perform,Market Perform,main,Lowers,421.0,422.0,HD
2025-02-26 18:06:13,Baird,Outperform,Outperform,main,Lowers,430.0,440.0,HD
2025-02-26 17:46:06,Piper Sandler,Overweight,Overweight,main,Lowers,435.0,455.0,HD
2025-02-26 17:10:10,RBC Capital,Sector Perform,Sector Perform,main,Lowers,424.0,431.0,HD
2025-02-26 16:05:47,Guggenheim,Buy,Buy,reit,Maintains,450.0,450.0,HD
2025-02-26 15:48:46,Wedbush,Outperform,Outperform,reit,Maintains,440.0,440.0,HD
2025-02-26 13:55:17,Truist Securities,Buy,Buy,main,Lowers,437.0,467.0,HD
2025-02-26 11:54:26,Loop Capital,Buy,Buy,main,Lowers,430.0,465.0,HD
2025-02-26 10:22:22,Telsey Advisory Group,Outperform,Outperform,main,Maintains,455.0,455.0,HD
2025-02-25 13:42:30,Telsey Advisory Group,Outperform,Outperform,main,Maintains,455.0,455.0,HD
2025-02-20 11:15:03,Telsey Advisory Group,Outperform,Outperform,main,Maintains,455.0,455.0,HD
2025-02-19 16:24:09,Bernstein,Market Perform,Market Perform,main,Raises,422.0,421.0,HD
2025-02-14 10:10:49,Mizuho,Outperform,Outperform,main,Raises,450.0,440.0,HD
2025-02-13 15:08:27,Wells Fargo,Overweight,Overweight,main,Raises,450.0,440.0,HD
2025-02-11 17:28:56,Truist Securities,Buy,Buy,main,Raises,467.0,465.0,HD
2025-02-10 11:55:45,JP Morgan,Overweight,Overweight,main,Raises,475.0,450.0,HD
2024-11-14 14:27:53,Stifel,Hold,Hold,main,Raises,405.0,400.0,HD
2024-11-13 23:48:02,Telsey Advisory Group,Outperform,Outperform,main,Maintains,455.0,455.0,HD
2024-11-13 17:05:17,Truist Securities,Buy,Buy,main,Raises,465.0,459.0,HD
2024-11-13 16:37:02,Evercore ISI Group,Outperform,Outperform,main,Raises,430.0,420.0,HD
2024-11-13 13:16:16,B of A Securities,Buy,Buy,main,Raises,450.0,425.0,HD
2024-11-13 12:05:36,Mizuho,Outperform,Outperform,main,Raises,440.0,435.0,HD
2024-11-12 17:06:46,Telsey Advisory Group,Outperform,Outperform,main,Maintains,455.0,455.0,HD
2024-11-11 16:37:02,RBC Capital,Sector Perform,Sector Perform,main,Raises,413.0,363.0,HD
2024-11-11 16:12:50,Stifel,Hold,Hold,main,Raises,400.0,375.0,HD
2024-11-08 12:52:43,Telsey Advisory Group,Outperform,Market Perform,up,Raises,455.0,360.0,HD
2024-11-07 14:33:12,Truist Securities,Buy,Buy,main,Raises,459.0,455.0,HD
2024-11-06 15:02:13,Wells Fargo,Overweight,Overweight,main,Raises,430.0,400.0,HD
2024-11-05 14:07:52,Barclays,Overweight,Overweight,main,Raises,420.0,372.0,HD
2024-10-28 12:34:53,TD Cowen,Buy,Buy,main,Raises,460.0,440.0,HD
2024-10-25 17:16:55,DA Davidson,Buy,Buy,main,Raises,466.0,430.0,HD
2024-10-22 10:00:04,Bernstein,Market Perform,,init,Announces,451.0,0.0,HD
2024-10-21 17:22:55,Morgan Stanley,Overweight,Overweight,main,Raises,450.0,380.0,HD
2024-10-14 14:28:23,Truist Securities,Buy,Buy,main,Raises,455.0,395.0,HD
2024-10-09 11:34:29,Loop Capital,Buy,Hold,up,Raises,460.0,360.0,HD
2024-10-04 17:06:38,Guggenheim,Buy,Buy,main,Raises,450.0,390.0,HD
2024-10-02 10:53:28,Gordon Haskett,Buy,Accumulate,up,Announces,450.0,0.0,HD
2024-09-30 13:19:39,Piper Sandler,Overweight,Overweight,main,Raises,455.0,387.0,HD
2024-09-24 12:43:44,Oppenheimer,Perform,Perform,main,Raises,400.0,345.0,HD
2024-09-23 17:47:00,Melius Research,Buy,,init,Announces,420.0,0.0,HD
2024-09-17 12:57:49,Loop Capital,Hold,Hold,main,Raises,360.0,330.0,HD
2024-09-12 12:17:06,Telsey Advisory Group,Market Perform,Market Perform,main,Maintains,360.0,360.0,HD
2024-09-03 14:05:55,DA Davidson,Buy,Buy,main,Raises,430.0,395.0,HD
2024-08-14 16:13:35,RBC Capital,Sector Perform,Sector Perform,main,Lowers,363.0,377.0,HD
2024-08-14 15:21:55,Loop Capital,Hold,Hold,main,Lowers,330.0,360.0,HD
2024-08-14 14:14:56,Truist Securities,Buy,Buy,main,Lowers,395.0,396.0,HD
2024-08-14 13:05:02,UBS,Buy,Buy,main,Raises,425.0,400.0,HD
2024-08-14 12:19:38,Evercore ISI Group,Outperform,Outperform,main,Lowers,400.0,415.0,HD
2024-08-14 12:05:57,Stifel,Hold,Hold,main,Lowers,375.0,380.0,HD
2024-08-13 13:53:45,Telsey Advisory Group,Market Perform,Market Perform,main,Maintains,360.0,360.0,HD
2024-08-07 10:54:34,Telsey Advisory Group,Market Perform,Market Perform,main,Maintains,360.0,360.0,HD
2024-08-05 11:32:41,JP Morgan,Overweight,Overweight,main,Raises,400.0,377.0,HD
2024-08-01 13:44:23,Truist Securities,Buy,Buy,main,Lowers,396.0,406.0,HD
2024-07-15 13:48:07,Stifel,Hold,Hold,main,Raises,380.0,374.0,HD
2024-06-26 12:29:01,DA Davidson,Buy,Neutral,up,Announces,395.0,0.0,HD
2024-05-15 17:24:43,HSBC,Reduce,Reduce,main,Lowers,318.0,323.0,HD
2024-05-15 17:07:41,TD Cowen,Buy,Buy,main,Lowers,420.0,440.0,HD
2024-05-15 16:40:29,Raymond James,Market Perform,Market Perform,main,,0.0,0.0,HD
2024-05-15 14:12:13,UBS,Buy,Buy,main,Lowers,400.0,411.0,HD
2024-05-15 13:57:22,Truist Securities,Buy,Buy,main,Lowers,406.0,417.0,HD
2024-05-15 13:20:10,Evercore ISI Group,Outperform,Outperform,main,Lowers,390.0,420.0,HD
2024-05-14 12:55:07,Evercore ISI Group,Outperform,Outperform,main,Raises,420.0,415.0,HD
2024-05-14 12:01:23,Telsey Advisory Group,Market Perform,Market Perform,main,Maintains,360.0,360.0,HD
2024-05-10 14:04:35,Wedbush,Outperform,Outperform,reit,Maintains,410.0,410.0,HD
2024-05-09 15:51:01,Wells Fargo,Overweight,Overweight,main,Lowers,400.0,425.0,HD
2024-05-07 17:57:34,Citigroup,Buy,Buy,main,Lowers,395.0,415.0,HD
2024-05-07 13:13:48,Telsey Advisory Group,Market Perform,Market Perform,main,Maintains,360.0,360.0,HD
2024-04-17 17:17:30,Truist Securities,Buy,Buy,main,Maintains,417.0,417.0,HD
2024-04-16 14:52:12,Evercore ISI Group,Outperform,Outperform,main,Lowers,415.0,420.0,HD
2024-04-05 14:12:39,Guggenheim,Buy,Buy,reit,Maintains,390.0,390.0,HD
2024-04-03 15:42:54,HSBC,Reduce,Reduce,reit,Maintains,323.0,0.0,HD
2024-04-02 20:15:23,Zelman & Assoc,Outperform,Neutral,up,,0.0,0.0,HD
2024-04-02 14:34:59,Evercore ISI Group,Outperform,Outperform,main,Raises,425.0,420.0,HD
2024-04-01 13:27:15,DA Davidson,Neutral,Neutral,main,Maintains,370.0,370.0,HD
2024-04-01 12:42:47,Truist Securities,Buy,Buy,main,Raises,417.0,386.0,HD
2024-04-01 12:31:43,Telsey Advisory Group,Market Perform,Market Perform,main,Raises,360.0,335.0,HD
2024-04-01 12:01:12,Wedbush,Outperform,Outperform,main,Raises,410.0,380.0,HD
2024-04-01 10:12:22,B of A Securities,Buy,Buy,main,Raises,425.0,400.0,HD
2024-03-26 15:41:51,Evercore ISI Group,Outperform,Outperform,main,Raises,420.0,410.0,HD
2024-03-19 11:58:55,Mizuho,Buy,,init,Announces,415.0,0.0,HD
2024-03-04 13:21:31,TD Cowen,Outperform,Outperform,main,Raises,440.0,415.0,HD
2024-02-26 15:53:48,RBC Capital,Sector Perform,Sector Perform,main,Raises,377.0,299.0,HD
2024-02-21 18:01:10,Guggenheim,Buy,Buy,main,Raises,390.0,370.0,HD
2024-02-21 16:30:05,Citigroup,Buy,Buy,main,Raises,415.0,333.0,HD
2024-02-21 13:54:34,Truist Securities,Buy,Buy,main,Lowers,386.0,387.0,HD
2024-02-21 13:18:16,Wedbush,Outperform,Outperform,reit,Maintains,380.0,0.0,HD
2024-02-21 11:11:58,HSBC,Reduce,Hold,down,Announces,323.0,0.0,HD
2024-02-16 15:12:14,Stifel,Hold,Hold,main,Raises,366.0,355.0,HD
2024-02-15 10:10:47,Telsey Advisory Group,Market Perform,Market Perform,main,Raises,335.0,325.0,HD
2024-02-14 18:46:37,Baird,Outperform,Average,down,Maintains,370.0,370.0,HD
2024-02-13 18:22:11,Wells Fargo,Overweight,Overweight,main,Raises,400.0,385.0,HD
2024-02-13 16:43:16,Goldman Sachs,Buy,Buy,main,Raises,393.0,347.0,HD
2024-01-22 11:50:49,Oppenheimer,Perform,Outperform,down,,0.0,0.0,HD
2024-01-16 11:07:24,Piper Sandler,Overweight,Neutral,up,Raises,400.0,311.0,HD
2024-01-10 15:02:11,Wedbush,Outperform,Neutral,up,Raises,380.0,330.0,HD
2024-01-04 12:13:08,Barclays,Overweight,Equal-Weight,up,Raises,372.0,325.0,HD
2023-12-21 15:33:52,Truist Securities,Buy,Buy,main,Raises,387.0,356.0,HD
2023-12-20 15:36:59,Stifel,Hold,Hold,main,Raises,355.0,306.0,HD
2023-12-08 15:24:04,Truist Securities,Buy,Buy,main,Raises,356.0,340.0,HD
2023-11-15 18:59:38,Guggenheim,Buy,Buy,main,Lowers,340.0,360.0,HD
2023-11-15 18:53:06,RBC Capital,Sector Perform,Sector Perform,main,Lowers,299.0,303.0,HD
2023-11-15 18:16:55,Oppenheimer,Outperform,Outperform,reit,Maintains,360.0,0.0,HD
2023-11-15 16:40:31,Truist Securities,Buy,Buy,main,Lowers,340.0,341.0,HD
2023-11-15 14:29:37,Morgan Stanley,Overweight,Overweight,main,Lowers,335.0,350.0,HD
2023-11-15 08:57:19,Telsey Advisory Group,Market Perform,Market Perform,reit,Maintains,325.0,0.0,HD
2023-11-13 15:20:48,Stifel,Hold,Hold,main,Lowers,306.0,350.0,HD
2023-11-07 15:32:06,RBC Capital,Sector Perform,,init,Announces,303.0,0.0,HD
2023-11-07 11:20:52,Telsey Advisory Group,Market Perform,Market Perform,main,Lowers,325.0,330.0,HD
2023-10-05 13:12:42,Truist Securities,Buy,Buy,main,Lowers,341.0,372.0,HD
2023-10-04 09:12:43,Telsey Advisory Group,Market Perform,Market Perform,main,Lowers,330.0,335.0,HD
2023-09-22 11:02:48,HSBC,Hold,,init,Announces,365.0,0.0,HD
2023-09-08 16:23:41,Evercore ISI Group,Outperform,Outperform,main,Raises,370.0,360.0,HD
2023-09-07 08:13:18,Stifel,Hold,,init,Announces,350.0,0.0,HD
2023-08-16 17:02:43,Guggenheim,Buy,Buy,main,Raises,360.0,320.0,HD
2023-08-16 16:23:31,Jefferies,Buy,Buy,main,Raises,384.0,370.0,HD
2023-08-16 16:10:55,Loop Capital,Hold,Hold,main,Raises,315.0,300.0,HD
2023-08-16 14:31:13,Truist Securities,Buy,Buy,main,Raises,372.0,348.0,HD
2023-08-16 14:10:26,DA Davidson,Neutral,Neutral,main,Raises,320.0,290.0,HD
2023-08-16 12:49:48,Morgan Stanley,Overweight,Overweight,main,Raises,350.0,320.0,HD
2023-08-16 12:35:46,Wedbush,Neutral,Neutral,main,Raises,350.0,290.0,HD
2023-08-16 11:31:25,Wells Fargo,Overweight,Overweight,main,Raises,360.0,345.0,HD
2023-08-16 11:27:35,Bernstein,Market Perform,Market Perform,main,Raises,328.0,314.0,HD
2023-08-16 10:35:21,Barclays,Equal-Weight,Equal-Weight,main,Raises,333.0,310.0,HD
2023-08-16 10:34:25,JP Morgan,Overweight,Overweight,main,Raises,335.0,321.0,HD
2023-08-16 10:32:23,Goldman Sachs,Buy,Buy,main,Raises,350.0,330.0,HD
2023-08-16 08:19:47,Telsey Advisory Group,Market Perform,Market Perform,main,Raises,335.0,315.0,HD
2023-08-15 13:07:59,Telsey Advisory Group,Market Perform,Market Perform,reit,Maintains,315.0,315.0,HD
2023-08-09 13:53:40,Oppenheimer,Outperform,Outperform,reit,Maintains,360.0,0.0,HD
2023-08-08 09:04:50,Telsey Advisory Group,Market Perform,Outperform,down,Announces,315.0,0.0,HD
2023-08-02 11:32:49,Citigroup,Buy,Buy,main,Raises,375.0,327.0,HD
2023-07-26 16:35:09,Argus Research,Buy,Buy,main,Lowers,350.0,400.0,HD
2023-07-14 14:05:53,Truist Securities,Buy,Buy,main,Raises,348.0,318.0,HD
2023-06-15 13:22:29,Morgan Stanley,Overweight,Overweight,reit,Maintains,320.0,320.0,HD
2023-06-14 12:17:49,Wedbush,Neutral,Neutral,reit,Maintains,290.0,0.0,HD
2023-06-14 09:16:30,Telsey Advisory Group,Outperform,,main,Maintains,315.0,315.0,HD
2023-06-12 13:59:01,Morgan Stanley,Overweight,,reit,Maintains,320.0,0.0,HD
2023-06-08 14:26:57,Wells Fargo,Overweight,Overweight,main,Raises,345.0,325.0,HD
2023-05-19 10:04:44,Oppenheimer,Outperform,Outperform,main,Lowers,360.0,400.0,HD
2023-05-17 14:15:35,Bernstein,Market Perform,Market Perform,main,Lowers,314.0,333.0,HD
2023-05-17 14:13:34,Wells Fargo,Overweight,Overweight,main,Lowers,325.0,350.0,HD
2023-05-17 14:10:32,Loop Capital,Hold,Hold,main,Lowers,280.0,300.0,HD
2023-05-17 14:03:31,Truist Securities,Buy,Buy,main,Lowers,318.0,352.0,HD
2023-05-17 14:01:29,Wedbush,Neutral,Neutral,main,Lowers,290.0,300.0,HD
2023-05-17 13:39:55,Guggenheim,Buy,Buy,main,Lowers,320.0,335.0,HD
2023-05-17 13:19:32,Morgan Stanley,Overweight,Overweight,main,Lowers,320.0,340.0,HD
2023-05-17 11:18:18,Credit Suisse,Neutral,Neutral,main,Lowers,310.0,320.0,HD
2023-05-17 09:15:11,Goldman Sachs,Buy,Buy,main,Lowers,330.0,340.0,HD
2023-05-17 09:09:48,Telsey Advisory Group,Outperform,Outperform,main,Lowers,315.0,340.0,HD
2023-05-16 13:46:19,Telsey Advisory Group,Outperform,Outperform,reit,Maintains,340.0,0.0,HD
2023-05-12 09:44:37,Baird,Outperform,Outperform,main,Lowers,320.0,340.0,HD
2023-05-11 09:07:23,Telsey Advisory Group,Outperform,,reit,Maintains,340.0,0.0,HD
2023-05-10 11:01:12,Citigroup,Buy,,main,Lowers,327.0,332.0,HD
2023-02-22 17:06:06,Morgan Stanley,Overweight,,main,Lowers,340.0,360.0,HD
2023-02-22 15:14:48,Roth MKM,Neutral,,main,Lowers,292.0,312.0,HD
2023-02-22 14:56:46,Cowen & Co.,Outperform,,main,Lowers,360.0,379.0,HD
2023-02-22 14:47:37,Loop Capital,Hold,,main,Lowers,300.0,310.0,HD
2023-02-22 14:17:52,Baird,Outperform,,main,Lowers,340.0,360.0,HD
2023-02-22 13:33:26,Wedbush,Neutral,,main,Raises,300.0,280.0,HD
2023-02-22 12:39:17,Citigroup,Buy,,main,Lowers,332.0,340.0,HD
2023-02-22 12:24:16,Credit Suisse,Neutral,,main,Lowers,320.0,335.0,HD
2023-02-22 11:39:38,Barclays,Equal-Weight,,main,Lowers,310.0,323.0,HD
2023-02-22 10:02:31,Telsey Advisory Group,Outperform,,main,Lowers,340.0,360.0,HD
2023-02-21 14:56:00,Truist Securities,Buy,Buy,main,Lowers,352.0,382.0,HD
2023-02-17 14:43:49,Oppenheimer,Outperform,,main,Lowers,400.0,470.0,HD
2023-02-16 10:11:22,Telsey Advisory Group,Outperform,,main,Lowers,360.0,375.0,HD
2023-02-13 14:03:03,Morgan Stanley,Overweight,,reit,Maintains,360.0,0.0,HD
2022-12-13 13:58:45,Cowen & Co.,Outperform,,main,Raises,379.0,350.0,HD
2022-11-16 14:23:31,Truist Securities,Buy,,main,Lowers,382.0,400.0,HD
2022-11-16 13:17:24,JP Morgan,Overweight,,main,Raises,328.0,300.0,HD
2022-11-16 11:57:17,Piper Sandler,Neutral,,main,Lowers,323.0,327.0,HD
2022-11-16 11:12:53,Raymond James,Market Perform,Outperform,down,,0.0,0.0,HD
2022-11-15 14:45:17,Goldman Sachs,Buy,Buy,main,Raises,351.0,329.0,HD
2022-11-08 13:15:24,Goldman Sachs,Buy,,main,Lowers,329.0,366.0,HD
2022-10-19 13:19:10,Exane BNP Paribas,Neutral,Outperform,down,Announces,286.0,0.0,HD
2022-10-03 14:08:10,Jefferies,Buy,,main,Raises,394.0,392.0,HD
2022-08-17 14:44:58,Truist Securities,Buy,,main,Raises,399.0,375.0,HD
2022-08-17 14:22:08,Guggenheim,Buy,,main,Raises,355.0,350.0,HD
2022-08-17 13:59:18,UBS,Buy,,main,Raises,370.0,360.0,HD
2022-08-17 13:48:19,Wedbush,Neutral,,main,Raises,340.0,320.0,HD
2022-08-17 12:30:20,Morgan Stanley,Overweight,,main,Raises,360.0,350.0,HD
2022-08-17 11:31:22,Raymond James,Outperform,,main,Raises,350.0,340.0,HD
2022-08-16 11:11:52,Baird,Outperform,,main,Raises,360.0,335.0,HD
2022-08-09 14:08:47,JP Morgan,Overweight,,main,Lowers,311.0,335.0,HD
2022-07-20 12:48:52,Morgan Stanley,Overweight,,main,Lowers,350.0,365.0,HD
2022-06-23 09:04:26,MKM Partners,Neutral,,init,Announces,285.0,0.0,HD
2022-05-20 13:23:32,Citigroup,Buy,,main,Raises,348.0,327.0,HD
2022-05-18 13:47:10,Truist Securities,Buy,,main,Lowers,375.0,405.0,HD
2022-05-18 12:46:44,DA Davidson,Neutral,,main,Lowers,330.0,354.0,HD
2022-05-18 12:20:36,Guggenheim,Buy,,main,Lowers,350.0,400.0,HD
2022-05-18 12:12:58,Morgan Stanley,Overweight,,main,Lowers,365.0,380.0,HD
2022-05-18 11:31:02,Wedbush,Neutral,,main,Lowers,320.0,340.0,HD
2022-05-18 11:00:45,Piper Sandler,Neutral,,main,Raises,321.0,310.0,HD
2022-05-18 10:54:26,Raymond James,Outperform,,main,Lowers,340.0,350.0,HD
2022-05-13 12:05:47,Citigroup,Buy,,main,Lowers,327.0,377.0,HD
2022-05-10 13:38:44,OTR Global,Mixed,Positive,down,,0.0,0.0,HD
2022-05-03 10:40:02,Piper Sandler,Neutral,,main,Lowers,310.0,314.0,HD
2022-04-07 11:37:02,Piper Sandler,Neutral,,main,Lowers,314.0,342.0,HD
2022-04-07 11:33:07,Wells Fargo,Overweight,,main,Lowers,350.0,400.0,HD
2022-02-23 13:19:24,Morgan Stanley,Overweight,,main,Lowers,380.0,420.0,HD
2022-02-23 12:26:45,Raymond James,Outperform,,main,Lowers,350.0,420.0,HD
2022-02-23 12:17:08,Citigroup,Buy,,main,Lowers,377.0,445.0,HD
2022-02-23 09:27:21,Telsey Advisory Group,Outperform,,main,Lowers,375.0,425.0,HD
2022-02-15 15:05:52,OTR Global,Positive,Mixed,up,,0.0,0.0,HD
2022-01-18 14:57:12,Morgan Stanley,Overweight,,main,Raises,420.0,405.0,HD
2021-12-06 09:51:03,Oppenheimer,Outperform,Perform,up,Announces,470.0,0.0,HD
2021-11-17 13:41:06,Morgan Stanley,Overweight,,main,Raises,405.0,370.0,HD
2021-11-17 13:35:53,Jefferies,Buy,,main,Raises,455.0,369.0,HD
2021-11-17 12:52:44,Barclays,Overweight,,main,Raises,430.0,350.0,HD
2021-11-17 12:48:41,Raymond James,Outperform,,main,Raises,420.0,400.0,HD
2021-11-17 11:11:06,Telsey Advisory Group,Outperform,,main,Raises,425.0,390.0,HD
2021-11-12 12:30:43,Raymond James,Outperform,,main,Raises,400.0,360.0,HD
2021-11-12 10:10:03,Telsey Advisory Group,Outperform,,main,Raises,390.0,370.0,HD
2021-11-09 14:16:14,Morgan Stanley,Overweight,,main,Raises,370.0,345.0,HD
2021-11-08 12:51:03,Wells Fargo,Overweight,,main,Raises,400.0,365.0,HD
2021-10-08 12:05:59,Loop Capital,Hold,Buy,down,Lowers,325.0,370.0,HD
2021-09-30 11:04:56,Wells Fargo,Overweight,,main,Raises,365.0,360.0,HD
2021-08-18 12:32:23,Jefferies,Buy,,main,Lowers,369.0,380.0,HD
2021-08-16 11:58:50,Raymond James,Outperform,,main,Raises,360.0,350.0,HD
2021-05-20 12:30:28,Credit Suisse,Outperform,,main,Raises,330.0,319.0,HD
2021-05-19 13:59:28,Piper Sandler,Neutral,,main,Raises,310.0,290.0,HD
2021-05-19 13:37:43,DA Davidson,Neutral,,main,Raises,317.0,295.0,HD
2021-05-19 13:35:20,Loop Capital,Buy,,main,Raises,370.0,350.0,HD
2021-05-19 11:57:01,Morgan Stanley,Overweight,,main,Raises,345.0,340.0,HD
2021-05-19 11:22:46,RBC Capital,Outperform,,main,Raises,386.0,377.0,HD
2021-05-14 12:59:29,Jefferies,Buy,,main,Raises,374.0,325.0,HD
2021-05-13 13:12:55,Raymond James,Outperform,,main,Raises,350.0,305.0,HD
2021-05-11 13:52:57,Morgan Stanley,Overweight,,main,Raises,340.0,320.0,HD
2021-05-04 13:47:04,Citigroup,Buy,,main,Raises,375.0,288.0,HD
2021-04-19 14:39:54,JP Morgan,Overweight,,main,Raises,330.0,285.0,HD
2021-04-14 13:46:48,UBS,Buy,,main,Raises,350.0,305.0,HD
2021-04-12 14:03:32,Loop Capital,Buy,,main,Raises,350.0,310.0,HD
2021-03-29 13:55:31,Wells Fargo,Overweight,,main,Raises,330.0,310.0,HD
2021-03-09 14:45:09,Citigroup,Buy,,init,Announces,288.0,0.0,HD
2021-01-13 11:47:08,Guggenheim,Buy,Neutral,up,Announces,310.0,0.0,HD
2020-12-04 14:54:29,Morgan Stanley,Overweight,,main,Raises,320.0,300.0,HD
2020-11-12 12:30:00,Gordon Haskett,Buy,Accumulate,up,Announces,315.0,0.0,HD
2020-10-07 11:31:27,Morgan Stanley,Overweight,,main,Raises,300.0,295.0,HD
2020-09-18 15:10:23,Oppenheimer,Perform,Outperform,down,Lowers,305.0,320.0,HD
2020-08-19 13:57:55,B of A Securities,Buy,Neutral,up,Raises,330.0,290.0,HD
2020-08-19 12:05:59,Morgan Stanley,Overweight,,main,Raises,295.0,285.0,HD
2020-08-19 11:56:38,Goldman Sachs,Buy,,main,Raises,301.0,265.0,HD
2020-08-19 11:17:47,Raymond James,Outperform,,main,Raises,305.0,295.0,HD
